,id,date,party,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8
0,DE-0190001007,2017-10-24,DIE LINKE,0.0005397769893364735,0.07242818756245731,0.0005396835516045481,0.0005397349120504925,0.723959617564573,0.18204062829259748,0.018873070904897756,0.0005396101823869854,0.0005396900400959518
1,DE-0190001008,2017-10-24,CDU/CSU,0.0005053448836221456,0.0005053533345664395,0.029021461206205117,0.0005054221244394192,0.9674407200182907,0.000505351509162537,0.0005054670642142368,0.0005055160977129592,0.000505363761786527
2,DE-0190001010,2017-10-24,BÜNDNIS 90/DIE GRÜNEN,0.0005195716959059816,0.0005194204634455359,0.028012881229704457,0.0005194825860821013,0.9683504513201073,0.0005195270125288958,0.0005197178136492965,0.0005194840053018,0.000519463873274439
3,DE-0190002005,2017-11-21,CDU/CSU,0.0006778820522881369,0.06993765757182627,0.0006778908104935119,0.0006778302192045911,0.925317059976606,0.0006778617707733904,0.0006779864537657005,0.000677847486722667,0.0006779836583197453
4,DE-0190002015,2017-11-21,AfD,0.14844771955348235,0.775311603955463,0.0004731555643784855,0.00047308654278060925,0.000473131007469808,0.07340206769563153,0.00047300507374088035,0.00047307135254151495,0.0004731592545118924
5,DE-0190002018,2017-11-21,BÜNDNIS 90/DIE GRÜNEN,0.0006178030113164933,0.6660771894765442,0.0006175981332107488,0.0006176577275260848,0.30803195562668284,0.0006177696572525769,0.000617628598048564,0.02218478983090618,0.0006176079385124654
6,DE-0190002019,2017-11-21,CDU/CSU,0.2905893153646421,0.5858346057354262,0.0005532477174396729,0.0005529864621105667,0.12025743133011192,0.0005530820166068072,0.0005531698238501714,0.000553005312139309,0.0005531562376732579
7,DE-0190002026,2017-11-21,AfD,0.42652927391174567,0.19211351233091228,0.052929459019853284,0.000461366100046363,0.03271530411329219,0.2938670451342133,0.00046150121079233385,0.00046126198753759556,0.0004612761916069142
8,DE-0190002027,2017-11-21,FDP,0.3250047198970382,0.4133808130189649,0.00039419953408392755,0.00039417244324419014,0.2437563715908888,0.00039428227597001185,0.015887041740439017,0.00039419701803781993,0.00039420248133304847
9,DE-0190002028,2017-11-21,DIE LINKE,0.4593357467774101,0.32753266096497424,0.0005700916861184937,0.0005701088310344956,0.0005702530962324402,0.2097109340268077,0.0005700943106360633,0.0005700561122582559,0.0005700541945282904
10,DE-0190002029,2017-11-21,BÜNDNIS 90/DIE GRÜNEN,0.39853827349010656,0.3990029323388549,0.0004919044640894984,0.0004919586413354022,0.12540631331876012,0.07459273670265508,0.0004919835917611019,0.0004919058567982546,0.0004919915956389877
11,DE-0190002033,2017-11-21,DIE LINKE,0.47961442532241927,0.29485419042227806,0.00022458030812456183,0.0002246104922081533,0.0035427732608961527,0.22086561256601245,0.00022456736460941065,0.00022461296681782042,0.00022462729663402434
