id,date,party,sentiment
DE-0190058193,2018-10-18,FDP,neutral
DE-0190058194,2018-10-18,DIE LINKE,neutral
DE-0190058198,2018-10-18,SPD,neutral
DE-0190058199,2018-10-18,AfD,neutral
DE-0190059008,2018-10-19,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190059010,2018-10-19,AfD,negative
DE-0190059012,2018-10-19,SPD,neutral
DE-0190059013,2018-10-19,SPD,negative
DE-0190059014,2018-10-19,CDU/CSU,neutral
DE-0190059019,2018-10-19,AfD,neutral
DE-0190059021,2018-10-19,FDP,neutral
DE-0190059027,2018-10-19,SPD,neutral
DE-0190059029,2018-10-19,CDU/CSU,neutral
DE-0190059030,2018-10-19,CDU/CSU,negative
DE-0190059032,2018-10-19,CDU/CSU,neutral
DE-0190059035,2018-10-19,SPD,neutral
DE-0190059036,2018-10-19,AfD,neutral
DE-0190059038,2018-10-19,FDP,neutral
DE-0190059039,2018-10-19,DIE LINKE,neutral
DE-0190059041,2018-10-19,SPD,neutral
DE-0190059044,2018-10-19,FDP,neutral
DE-0190059045,2018-10-19,CDU/CSU,negative
DE-0190059046,2018-10-19,CDU/CSU,neutral
DE-0190059049,2018-10-19,DIE LINKE,neutral
DE-0190059050,2018-10-19,CDU/CSU,negative
DE-0190059053,2018-10-19,SPD,negative
DE-0190059057,2018-10-19,AfD,negative
DE-0190059059,2018-10-19,FDP,neutral
DE-0190059062,2018-10-19,CDU/CSU,neutral
DE-0190059066,2018-10-19,SPD,neutral
DE-0190059068,2018-10-19,FDP,neutral
DE-0190059069,2018-10-19,DIE LINKE,neutral
DE-0190059070,2018-10-19,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190059072,2018-10-19,CDU/CSU,neutral
DE-0190059085,2018-10-19,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190059086,2018-10-19,CDU/CSU,neutral
DE-0190059088,2018-10-19,AfD,negative
DE-0190059089,2018-10-19,SPD,neutral
DE-0190059090,2018-10-19,FDP,negative
DE-0190059091,2018-10-19,DIE LINKE,negative
DE-0190060004,2018-11-07,AfD,neutral
DE-0190060006,2018-11-07,FDP,neutral
DE-0190060008,2018-11-07,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190060009,2018-11-07,CDU/CSU,neutral
DE-0190060010,2018-11-07,AfD,neutral
DE-0190060011,2018-11-07,SPD,neutral
DE-0190060012,2018-11-07,FDP,neutral
DE-0190060014,2018-11-07,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190060015,2018-11-07,CDU/CSU,neutral
DE-0190060018,2018-11-07,FDP,neutral
DE-0190060023,2018-11-07,CDU/CSU,neutral
DE-0190060024,2018-11-07,SPD,neutral
DE-0190060026,2018-11-07,CDU/CSU,neutral
DE-0190060065,2018-11-07,FDP,neutral
DE-0190060068,2018-11-07,AfD,negative
DE-0190060070,2018-11-07,DIE LINKE,neutral
DE-0190060071,2018-11-07,CDU/CSU,neutral
DE-0190060072,2018-11-07,SPD,neutral
DE-0190060073,2018-11-07,CDU/CSU,negative
DE-0190061003,2018-11-08,SPD,neutral
DE-0190061005,2018-11-08,CDU/CSU,neutral
DE-0190061008,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061011,2018-11-08,CDU/CSU,neutral
DE-0190061013,2018-11-08,SPD,neutral
DE-0190061039,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061040,2018-11-08,FDP,neutral
DE-0190061043,2018-11-08,CDU/CSU,neutral
DE-0190061044,2018-11-08,SPD,neutral
DE-0190061045,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061046,2018-11-08,CDU/CSU,neutral
DE-0190061047,2018-11-08,CDU/CSU,neutral
DE-0190061053,2018-11-08,FDP,neutral
DE-0190061054,2018-11-08,DIE LINKE,neutral
DE-0190061056,2018-11-08,CDU/CSU,neutral
DE-0190061057,2018-11-08,AfD,neutral
DE-0190061059,2018-11-08,FDP,neutral
DE-0190061060,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190061064,2018-11-08,SPD,neutral
DE-0190061066,2018-11-08,CDU/CSU,neutral
DE-0190061074,2018-11-08,AfD,neutral
DE-0190061075,2018-11-08,CDU/CSU,neutral
DE-0190061077,2018-11-08,DIE LINKE,neutral
DE-0190061079,2018-11-08,CDU/CSU,negative
DE-0190061082,2018-11-08,CDU/CSU,neutral
DE-0190061083,2018-11-08,SPD,neutral
DE-0190061084,2018-11-08,CDU/CSU,neutral
DE-0190061085,2018-11-08,SPD,neutral
DE-0190061092,2018-11-08,CDU/CSU,neutral
DE-0190061093,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061094,2018-11-08,SPD,neutral
DE-0190061095,2018-11-08,DIE LINKE,neutral
DE-0190061111,2018-11-08,SPD,neutral
DE-0190061113,2018-11-08,CDU/CSU,neutral
DE-0190061115,2018-11-08,DIE LINKE,neutral
DE-0190061118,2018-11-08,CDU/CSU,neutral
DE-0190061122,2018-11-08,SPD,neutral
DE-0190061125,2018-11-08,FDP,neutral
DE-0190061126,2018-11-08,DIE LINKE,neutral
DE-0190061129,2018-11-08,CDU/CSU,neutral
DE-0190061132,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061134,2018-11-08,FDP,neutral
DE-0190061135,2018-11-08,SPD,neutral
DE-0190061136,2018-11-08,FDP,neutral
DE-0190061137,2018-11-08,DIE LINKE,neutral
DE-0190061138,2018-11-08,CDU/CSU,neutral
DE-0190061139,2018-11-08,SPD,neutral
DE-0190061159,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061160,2018-11-08,CDU/CSU,neutral
DE-0190061164,2018-11-08,SPD,neutral
DE-0190061167,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190061171,2018-11-08,AfD,neutral
DE-0190061172,2018-11-08,DIE LINKE,neutral
DE-0190061173,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061174,2018-11-08,CDU/CSU,neutral
DE-0190061175,2018-11-08,SPD,neutral
DE-0190061179,2018-11-08,AfD,neutral
DE-0190061185,2018-11-08,FDP,neutral
DE-0190061186,2018-11-08,DIE LINKE,negative
DE-0190061187,2018-11-08,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190061190,2018-11-08,CDU/CSU,negative
DE-0190061199,2018-11-08,FDP,neutral
DE-0190061200,2018-11-08,DIE LINKE,neutral
DE-0190061205,2018-11-08,CDU/CSU,neutral
DE-0190061207,2018-11-09,SPD,neutral
DE-0190061208,2018-11-09,FDP,neutral
DE-0190061209,2018-11-09,DIE LINKE,neutral
DE-0190062029,2018-11-09,CDU/CSU,neutral
DE-0190062031,2018-11-09,SPD,neutral
DE-0190062032,2018-11-09,FDP,negative
DE-0190062034,2018-11-09,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190062035,2018-11-09,CDU/CSU,neutral
DE-0190062038,2018-11-09,CDU/CSU,neutral
DE-0190062039,2018-11-09,AfD,neutral
DE-0190062040,2018-11-09,SPD,neutral
DE-0190062042,2018-11-09,DIE LINKE,neutral
DE-0190062044,2018-11-09,CDU/CSU,neutral
DE-0190062045,2018-11-09,SPD,neutral
DE-0190062048,2018-11-09,SPD,neutral
DE-0190062050,2018-11-09,CDU/CSU,neutral
DE-0190062052,2018-11-09,CDU/CSU,neutral
DE-0190062054,2018-11-09,DIE LINKE,negative
DE-0190062057,2018-11-09,SPD,neutral
DE-0190062059,2018-11-09,CDU/CSU,neutral
DE-0190062075,2018-11-09,FDP,neutral
DE-0190062076,2018-11-09,SPD,neutral
DE-0190062077,2018-11-09,AfD,neutral
DE-0190062078,2018-11-09,SPD,neutral
DE-0190062079,2018-11-09,DIE LINKE,neutral
DE-0190062081,2018-11-09,CDU/CSU,neutral
DE-0190062085,2018-11-09,AfD,neutral
DE-0190062087,2018-11-09,FDP,neutral
DE-0190062091,2018-11-09,CDU/CSU,neutral
DE-0190062094,2018-11-09,DIE LINKE,neutral
DE-0190062095,2018-11-09,CDU/CSU,neutral
DE-0190062105,2018-11-09,AfD,neutral
DE-0190062106,2018-11-09,SPD,neutral
DE-0190062107,2018-11-09,DIE LINKE,neutral
DE-0190062108,2018-11-09,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190062111,2018-11-09,SPD,neutral
DE-0190062112,2018-11-09,CDU/CSU,neutral
DE-0190062115,2018-11-09,CDU/CSU,negative
DE-0190062116,2018-11-09,CDU/CSU,neutral
DE-0190067004,2018-11-28,AfD,neutral
DE-0190067005,2018-11-28,SPD,neutral
DE-0190067006,2018-11-28,FDP,neutral
DE-0190067007,2018-11-28,DIE LINKE,neutral
DE-0190067009,2018-11-28,CDU/CSU,neutral
DE-0190067015,2018-11-28,CDU/CSU,neutral
DE-0190067017,2018-11-28,SPD,neutral
DE-0190067018,2018-11-28,FDP,neutral
DE-0190067019,2018-11-28,DIE LINKE,neutral
DE-0190067020,2018-11-28,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190067026,2018-11-28,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190067029,2018-11-28,SPD,neutral
DE-0190067031,2018-11-28,SPD,neutral
DE-0190067033,2018-11-28,SPD,neutral
DE-0190067035,2018-11-28,SPD,neutral
DE-0190067038,2018-11-28,CDU/CSU,neutral
DE-0190067039,2018-11-28,CDU/CSU,neutral
DE-0190068007,2018-11-29,FDP,neutral
DE-0190068008,2018-11-29,DIE LINKE,neutral
DE-0190068011,2018-11-29,AfD,neutral
DE-0190068014,2018-11-29,DIE LINKE,neutral
DE-0190068015,2018-11-29,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190068017,2018-11-29,AfD,neutral
DE-0190068018,2018-11-29,CDU/CSU,neutral
DE-0190068019,2018-11-29,SPD,neutral
DE-0190068021,2018-11-29,CDU/CSU,neutral
DE-0190068024,2018-11-29,FDP,neutral
DE-0190068025,2018-11-29,CDU/CSU,neutral
DE-0190068026,2018-11-29,AfD,neutral
DE-0190068031,2018-11-29,DIE LINKE,neutral
DE-0190068032,2018-11-29,SPD,neutral
DE-0190068034,2018-11-29,CDU/CSU,neutral
DE-0190068035,2018-11-29,CDU/CSU,neutral
DE-0190068039,2018-11-29,AfD,negative
DE-0190068041,2018-11-29,FDP,neutral
DE-0190068042,2018-11-29,DIE LINKE,neutral
DE-0190068044,2018-11-29,AfD,neutral
DE-0190068045,2018-11-29,FDP,neutral
DE-0190068046,2018-11-29,SPD,neutral
DE-0190068047,2018-11-29,AfD,neutral
DE-0190068048,2018-11-29,SPD,negative
DE-0190068049,2018-11-29,AfD,neutral
DE-0190068081,2018-11-29,CDU/CSU,neutral
DE-0190068083,2018-11-29,AfD,negative
DE-0190068086,2018-11-29,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190068089,2018-11-29,SPD,neutral
DE-0190068091,2018-11-29,CDU/CSU,neutral
DE-0190068093,2018-11-29,CDU/CSU,neutral
DE-0190068098,2018-11-29,SPD,neutral
DE-0190068099,2018-11-29,AfD,negative
DE-0190068102,2018-11-29,DIE LINKE,neutral
DE-0190068103,2018-11-29,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190068106,2018-11-29,CDU/CSU,neutral
DE-0190068109,2018-11-29,AfD,neutral
DE-0190068110,2018-11-29,CDU/CSU,neutral
DE-0190068112,2018-11-29,SPD,neutral
DE-0190068115,2018-11-29,CDU/CSU,neutral
DE-0190068117,2018-11-29,CDU/CSU,negative
DE-0190068128,2018-11-29,SPD,neutral
DE-0190068129,2018-11-29,CDU/CSU,neutral
DE-0190068132,2018-11-29,DIE LINKE,neutral
DE-0190068133,2018-11-29,DIE LINKE,neutral
DE-0190068135,2018-11-29,DIE LINKE,neutral
DE-0190068140,2018-11-29,DIE LINKE,neutral
DE-0190068141,2018-11-29,DIE LINKE,neutral
DE-0190068142,2018-11-29,CDU/CSU,negative
DE-0190068143,2018-11-29,DIE LINKE,neutral
DE-0190068144,2018-11-29,SPD,neutral
DE-0190068145,2018-11-29,AfD,neutral
DE-0190068150,2018-11-29,CDU/CSU,neutral
DE-0190068154,2018-11-29,DIE LINKE,neutral
DE-0190068155,2018-11-29,DIE LINKE,neutral
DE-0190068156,2018-11-29,DIE LINKE,neutral
DE-0190068157,2018-11-29,DIE LINKE,neutral
DE-0190068158,2018-11-29,AfD,negative
DE-0190068162,2018-11-29,DIE LINKE,neutral
DE-0190068163,2018-11-29,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190068174,2018-11-29,CDU/CSU,neutral
DE-0190068175,2018-11-29,AfD,neutral
DE-0190068190,2018-11-29,AfD,neutral
DE-0190068191,2018-11-29,CDU/CSU,neutral
DE-0190069021,2018-11-30,AfD,neutral
DE-0190069022,2018-11-30,CDU/CSU,neutral
DE-0190069024,2018-11-30,CDU/CSU,neutral
DE-0190069026,2018-11-30,SPD,neutral
DE-0190069028,2018-11-30,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190069030,2018-11-30,AfD,negative
DE-0190069031,2018-11-30,SPD,neutral
DE-0190069041,2018-11-30,FDP,neutral
DE-0190069042,2018-11-30,DIE LINKE,neutral
DE-0190069043,2018-11-30,DIE LINKE,neutral
DE-0190069046,2018-11-30,DIE LINKE,neutral
DE-0190069047,2018-11-30,CDU/CSU,neutral
DE-0190069053,2018-11-30,SPD,neutral
DE-0190069056,2018-11-30,AfD,negative
DE-0190069058,2018-11-30,FDP,neutral
DE-0190069061,2018-11-30,SPD,neutral
DE-0190069066,2018-11-30,DIE LINKE,neutral
DE-0190069103,2018-11-30,AfD,neutral
DE-0190069108,2018-11-30,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190069109,2018-11-30,CDU/CSU,neutral
DE-0190069110,2018-11-30,AfD,neutral
DE-0190069113,2018-11-30,SPD,neutral
DE-0190071023,2018-12-13,CDU/CSU,neutral
DE-0190071025,2018-12-13,CDU/CSU,neutral
DE-0190071027,2018-12-13,DIE LINKE,neutral
DE-0190071028,2018-12-13,SPD,negative
DE-0190071047,2018-12-13,AfD,neutral
DE-0190071048,2018-12-13,CDU/CSU,neutral
DE-0190071063,2018-12-13,AfD,neutral
DE-0190071064,2018-12-13,CDU/CSU,neutral
DE-0190071066,2018-12-13,SPD,neutral
DE-0190071070,2018-12-13,AfD,neutral
DE-0190071074,2018-12-13,SPD,neutral
DE-0190071075,2018-12-13,CDU/CSU,neutral
DE-0190071083,2018-12-13,DIE LINKE,neutral
DE-0190071085,2018-12-13,SPD,neutral
DE-0190071086,2018-12-13,FDP,negative
DE-0190071095,2018-12-13,FDP,neutral
DE-0190071098,2018-12-13,SPD,neutral
DE-0190071100,2018-12-13,SPD,neutral
DE-0190071101,2018-12-13,FDP,neutral
DE-0190071106,2018-12-13,CDU/CSU,neutral
DE-0190071108,2018-12-13,SPD,negative
DE-0190071110,2018-12-13,DIE LINKE,neutral
DE-0190071111,2018-12-13,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190071114,2018-12-13,CDU/CSU,neutral
DE-0190071118,2018-12-13,AfD,neutral
DE-0190071119,2018-12-13,CDU/CSU,neutral
DE-0190071122,2018-12-13,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190071124,2018-12-13,CDU/CSU,neutral
DE-0190071125,2018-12-13,CDU/CSU,neutral
DE-0190071138,2018-12-13,CDU/CSU,neutral
DE-0190071139,2018-12-13,AfD,neutral
DE-0190071140,2018-12-13,SPD,neutral
DE-0190071143,2018-12-13,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190071146,2018-12-13,CDU/CSU,neutral
DE-0190071148,2018-12-13,FDP,neutral
DE-0190071151,2018-12-13,FDP,neutral
DE-0190071152,2018-12-13,FDP,neutral
DE-0190071153,2018-12-13,FDP,neutral
DE-0190071160,2018-12-13,FDP,neutral
DE-0190071161,2018-12-13,FDP,neutral
DE-0190071162,2018-12-13,FDP,neutral
DE-0190071165,2018-12-13,CDU/CSU,negative
DE-0190071171,2018-12-13,FDP,neutral
DE-0190071173,2018-12-13,FDP,neutral
DE-0190071174,2018-12-13,FDP,neutral
DE-0190071175,2018-12-13,FDP,neutral
DE-0190071176,2018-12-13,FDP,neutral
DE-0190072008,2018-12-14,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190072009,2018-12-14,DIE LINKE,neutral
DE-0190072010,2018-12-14,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190072012,2018-12-14,FDP,neutral
DE-0190072013,2018-12-14,SPD,neutral
DE-0190072035,2018-12-14,SPD,neutral
DE-0190072037,2018-12-14,DIE LINKE,neutral
DE-0190072043,2018-12-14,CDU/CSU,neutral
DE-0190072044,2018-12-14,SPD,neutral
DE-0190072046,2018-12-14,AfD,neutral
DE-0190072050,2018-12-14,DIE LINKE,neutral
DE-0190072051,2018-12-14,AfD,neutral
DE-0190072053,2018-12-14,FDP,neutral
DE-0190072056,2018-12-14,SPD,neutral
DE-0190072058,2018-12-14,CDU/CSU,neutral
DE-0190072061,2018-12-14,AfD,neutral
DE-0190072062,2018-12-14,CDU/CSU,neutral
DE-0190072066,2018-12-14,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190072067,2018-12-14,CDU/CSU,neutral
DE-0190072072,2018-12-14,CDU/CSU,neutral
DE-0190072075,2018-12-14,FDP,negative
DE-0190072077,2018-12-14,CDU/CSU,neutral
DE-0190074012,2019-01-17,SPD,neutral
DE-0190074012,2019-01-17,SPD,neutral
DE-0190074014,2019-01-17,CDU/CSU,neutral
DE-0190074014,2019-01-17,CDU/CSU,neutral
DE-0190074020,2019-01-17,FDP,negative
DE-0190074020,2019-01-17,FDP,negative
DE-0190074021,2019-01-17,CDU/CSU,neutral
DE-0190074021,2019-01-17,CDU/CSU,neutral
DE-0190074025,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074025,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074026,2019-01-17,CDU/CSU,neutral
DE-0190074026,2019-01-17,CDU/CSU,neutral
DE-0190074028,2019-01-17,SPD,neutral
DE-0190074028,2019-01-17,SPD,neutral
DE-0190074034,2019-01-17,AfD,neutral
DE-0190074037,2019-01-17,DIE LINKE,neutral
DE-0190074041,2019-01-17,CDU/CSU,neutral
DE-0190074042,2019-01-17,FDP,neutral
DE-0190074043,2019-01-17,CDU/CSU,neutral
DE-0190074048,2019-01-17,CDU/CSU,neutral
DE-0190074050,2019-01-17,CDU/CSU,neutral
DE-0190074051,2019-01-17,AfD,neutral
DE-0190074052,2019-01-17,SPD,neutral
DE-0190074054,2019-01-17,DIE LINKE,neutral
DE-0190074055,2019-01-17,CDU/CSU,neutral
DE-0190074056,2019-01-17,AfD,neutral
DE-0190074058,2019-01-17,SPD,neutral
DE-0190074059,2019-01-17,FDP,neutral
DE-0190074060,2019-01-17,CDU/CSU,neutral
DE-0190074065,2019-01-17,AfD,negative
DE-0190074066,2019-01-17,CDU/CSU,neutral
DE-0190074067,2019-01-17,FDP,neutral
DE-0190074069,2019-01-17,DIE LINKE,neutral
DE-0190074071,2019-01-17,CDU/CSU,neutral
DE-0190074072,2019-01-17,AfD,neutral
DE-0190074073,2019-01-17,SPD,neutral
DE-0190074080,2019-01-17,AfD,neutral
DE-0190074082,2019-01-17,FDP,neutral
DE-0190074083,2019-01-17,DIE LINKE,neutral
DE-0190074084,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074088,2019-01-17,CDU/CSU,neutral
DE-0190074094,2019-01-17,SPD,neutral
DE-0190074095,2019-01-17,DIE LINKE,neutral
DE-0190074096,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074097,2019-01-17,CDU/CSU,neutral
DE-0190074099,2019-01-17,CDU/CSU,negative
DE-0190074103,2019-01-17,SPD,neutral
DE-0190074104,2019-01-17,AfD,neutral
DE-0190074105,2019-01-17,CDU/CSU,neutral
DE-0190074108,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074109,2019-01-17,CDU/CSU,neutral
DE-0190074110,2019-01-17,CDU/CSU,neutral
DE-0190074113,2019-01-17,CDU/CSU,neutral
DE-0190074115,2019-01-17,SPD,neutral
DE-0190074116,2019-01-17,FDP,neutral
DE-0190074119,2019-01-17,AfD,neutral
DE-0190074121,2019-01-17,SPD,neutral
DE-0190074125,2019-01-17,DIE LINKE,neutral
DE-0190074128,2019-01-17,SPD,neutral
DE-0190074129,2019-01-17,FDP,neutral
DE-0190074140,2019-01-17,CDU/CSU,neutral
DE-0190074141,2019-01-17,DIE LINKE,neutral
DE-0190074144,2019-01-17,SPD,neutral
DE-0190074147,2019-01-17,AfD,neutral
DE-0190074151,2019-01-17,DIE LINKE,neutral
DE-0190074152,2019-01-17,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190074158,2019-01-17,AfD,neutral
DE-0190074166,2019-01-17,CDU/CSU,neutral
DE-0190074167,2019-01-17,AfD,neutral
DE-0190074172,2019-01-17,SPD,neutral
DE-0190075004,2019-01-18,AfD,negative
DE-0190075006,2019-01-18,FDP,neutral
DE-0190075008,2019-01-18,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190075009,2019-01-18,CDU/CSU,neutral
DE-0190075011,2019-01-18,CDU/CSU,neutral
DE-0190075012,2019-01-18,FDP,neutral
DE-0190075013,2019-01-18,CDU/CSU,neutral
DE-0190075021,2019-01-18,DIE LINKE,negative
DE-0190075023,2019-01-18,AfD,negative
DE-0190075025,2019-01-18,CDU/CSU,neutral
DE-0190075028,2019-01-18,SPD,negative
DE-0190075029,2019-01-18,CDU/CSU,neutral
DE-0190075069,2019-01-18,FDP,neutral
DE-0190075072,2019-01-18,SPD,neutral
DE-0190075074,2019-01-18,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190075075,2019-01-18,CDU/CSU,neutral
DE-0190075079,2019-01-18,CDU/CSU,neutral
DE-0190075081,2019-01-18,SPD,neutral
DE-0190075084,2019-01-18,CDU/CSU,neutral
DE-0190077004,2019-01-31,AfD,negative
DE-0190077007,2019-01-31,DIE LINKE,neutral
DE-0190077008,2019-01-31,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190077009,2019-01-31,DIE LINKE,neutral
DE-0190077010,2019-01-31,AfD,neutral
DE-0190077012,2019-01-31,FDP,neutral
DE-0190077013,2019-01-31,AfD,negative
DE-0190077014,2019-01-31,FDP,negative
DE-0190077015,2019-01-31,CDU/CSU,neutral
DE-0190077016,2019-01-31,SPD,neutral
DE-0190077019,2019-01-31,AfD,neutral
DE-0190077020,2019-01-31,CDU/CSU,neutral
DE-0190077021,2019-01-31,FDP,neutral
DE-0190077023,2019-01-31,SPD,neutral
DE-0190077025,2019-01-31,DIE LINKE,neutral
DE-0190077026,2019-01-31,AfD,neutral
DE-0190077027,2019-01-31,SPD,neutral
DE-0190077028,2019-01-31,AfD,negative
DE-0190077030,2019-01-31,CDU/CSU,neutral
DE-0190077034,2019-01-31,AfD,neutral
DE-0190077038,2019-01-31,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190077042,2019-01-31,FDP,neutral
DE-0190077043,2019-01-31,DIE LINKE,neutral
DE-0190077051,2019-01-31,CDU/CSU,neutral
DE-0190077052,2019-01-31,AfD,neutral
DE-0190077054,2019-01-31,FDP,neutral
DE-0190077056,2019-01-31,CDU/CSU,neutral
DE-0190077057,2019-01-31,SPD,neutral
DE-0190077058,2019-01-31,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190077059,2019-01-31,SPD,neutral
DE-0190077061,2019-01-31,CDU/CSU,neutral
DE-0190077068,2019-01-31,FDP,neutral
DE-0190077071,2019-01-31,SPD,neutral
DE-0190077073,2019-01-31,DIE LINKE,negative
DE-0190077075,2019-01-31,CDU/CSU,neutral
DE-0190077076,2019-01-31,AfD,neutral
DE-0190077081,2019-01-31,CDU/CSU,neutral
DE-0190077084,2019-01-31,CDU/CSU,neutral
DE-0190077087,2019-01-31,CDU/CSU,neutral
DE-0190077089,2019-01-31,SPD,neutral
DE-0190077093,2019-01-31,CDU/CSU,neutral
DE-0190077095,2019-01-31,SPD,neutral
DE-0190077117,2019-01-31,SPD,neutral
DE-0190077118,2019-01-31,CDU/CSU,neutral
DE-0190077122,2019-01-31,DIE LINKE,neutral
DE-0190077123,2019-01-31,DIE LINKE,neutral
DE-0190077124,2019-01-31,DIE LINKE,neutral
DE-0190077126,2019-01-31,DIE LINKE,neutral
DE-0190077127,2019-01-31,DIE LINKE,neutral
DE-0190077134,2019-01-31,DIE LINKE,neutral
DE-0190077135,2019-01-31,DIE LINKE,negative
DE-0190077136,2019-01-31,DIE LINKE,neutral
DE-0190077138,2019-01-31,DIE LINKE,neutral
DE-0190077143,2019-01-31,DIE LINKE,neutral
DE-0190077145,2019-01-31,DIE LINKE,neutral
DE-0190077146,2019-01-31,DIE LINKE,neutral
DE-0190077154,2019-01-31,FDP,neutral
DE-0190077157,2019-01-31,SPD,neutral
DE-0190077159,2019-01-31,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190077165,2019-01-31,CDU/CSU,neutral
DE-0190077166,2019-01-31,AfD,neutral
DE-0190077171,2019-01-31,AfD,neutral
DE-0190077174,2019-01-31,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190078004,2019-02-01,AfD,neutral
DE-0190078006,2019-02-01,FDP,neutral
DE-0190078008,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190078010,2019-02-01,AfD,neutral
DE-0190078012,2019-02-01,FDP,neutral
DE-0190078033,2019-02-01,SPD,neutral
DE-0190078035,2019-02-01,CDU/CSU,neutral
DE-0190078036,2019-02-01,CDU/CSU,neutral
DE-0190078039,2019-02-01,SPD,neutral
DE-0190078043,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190078056,2019-02-01,AfD,negative
DE-0190078058,2019-02-01,FDP,neutral
DE-0190078059,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190078060,2019-02-01,CDU/CSU,neutral
DE-0190078066,2019-02-01,AfD,neutral
DE-0190078070,2019-02-01,DIE LINKE,neutral
DE-0190078071,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190078072,2019-02-01,CDU/CSU,neutral
DE-0190078077,2019-02-01,DIE LINKE,neutral
DE-0190078078,2019-02-01,CDU/CSU,neutral
DE-0190078082,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,negative
DE-0190078083,2019-02-01,CDU/CSU,neutral
DE-0190078087,2019-02-01,DIE LINKE,neutral
DE-0190078088,2019-02-01,CDU/CSU,neutral
DE-0190078089,2019-02-01,AfD,neutral
DE-0190078090,2019-02-01,SPD,neutral
DE-0190078092,2019-02-01,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190078094,2019-02-01,AfD,negative
DE-0190078095,2019-02-01,SPD,neutral
DE-0190078096,2019-02-01,DIE LINKE,negative
DE-0190079040,2019-02-13,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190079043,2019-02-13,SPD,neutral
DE-0190079049,2019-02-13,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190079050,2019-02-13,CDU/CSU,neutral
DE-0190079053,2019-02-13,CDU/CSU,neutral
DE-0190080023,2019-02-14,DIE LINKE,neutral
DE-0190080025,2019-02-14,SPD,negative
DE-0190080026,2019-02-14,DIE LINKE,neutral
DE-0190080027,2019-02-14,SPD,neutral
DE-0190080030,2019-02-14,BÜNDNIS 90/DIE GRÜNEN,neutral
DE-0190080031,2019-02-14,CDU/CSU,neutral
DE-0190080032,2019-02-14,AfD,neutral
DE-0190080033,2019-02-14,SPD,neutral
